term1;term2;sentence;is_cause;is_treat;source;prp_sent;sdp;sdp_joined
unhealthy diet;malnutrition;many small island developing states of the caribbean experience a triple burden of malnutrition with high rates of obesity, undernutrition in children, and iron deficiency anemia in women of reproductive age, driven by an inadequate, unhealthy diet.;1;0;FoodDisease;many small island developing states of the caribbean experience a triple burden of term2 with high rates of obesity, undernutrition in children, and iron deficiency anemia in women of reproductive age, driven by an inadequate, term1.;['term1', 'by', 'drive', 'anemia', 'undernutrition', 'burden', 'of', 'term2'];term1 by drive anemia undernutrition burden of term2
ginger;behavioral dysfunction;our previous study suggests that ginger root extract can reverse behavioral dysfunction and prevent alzheimer's disease (ad)-like symptoms induced by the amyloid-ãâãâãâãâ² protein (aãâãâãâãâ²) in a rat model.;0;1;FoodDisease;our previous study suggests that term1 root extract can reverse term2 and prevent alzheimer's disease (ad)-like symptoms induced by the amyloid-ãâãâãâãâ² protein (aãâãâãâãâ²) in a rat model.;['term1', 'extract', 'reverse', 'term2'];term1 extract reverse term2
tobacco;bladder cancer;tobacco smoking and occupational exposure to aromatic amines are the two major established environmental risk factors for bladder cancer.;1;0;FoodDisease;term1 smoking and occupational exposure to aromatic amines are the two major established environmental risk factors for term2.;['term1', 'smoking', 'be', 'factor', 'for', 'term2'];term1 smoking be factor for term2
water;zoonotic diseases;zoonotic diseases are transmitted from animals to humans through direct contact or through food, water, and the environment.;0;0;FoodDisease;term2 are transmitted from animals to humans through direct contact or through food, term1, and the environment.;['term1', 'food', 'through', 'transmit', 'term2'];term1 food through transmit term2
peanut;intestinal anaphylaxis;activation of the steroidogenic enzyme cyp11a1 was shown to be necessary for the development of peanut-induced intestinal anaphylaxis and il-13 production in allergic mice.;1;0;FoodDisease;activation of the steroidogenic enzyme cyp11a1 was shown to be necessary for the development of term1-induced term2 and il-13 production in allergic mice.;['term1', 'induce', 'term2'];term1 induce term2
ginseng;cardiovascular disease;ginsenoside-rb1 (rb1), a major active component of ginseng, has many benefits for cardiovascular disease and diabetes mellitus (dm), but the effect and mechanism on diabetic cardiomyopathy are not clear.;0;1;FoodDisease;ginsenoside-rb1 (rb1), a major active component of term1, has many benefits for term2 and diabetes mellitus (dm), but the effect and mechanism on diabetic cardiomyopathy are not clear.;['term1', 'of', 'component', 'rb1', 'have', 'benefit', 'for', 'term2'];term1 of component rb1 have benefit for term2
diet;renal stone disease;the different susceptibility to renal stone disease of white and black people has been previously explained in terms of intrinsic (genetics) and extrinsic (diet, lifestyle) factors.;0;0;FoodDisease;the different susceptibility to term2 of white and black people has been previously explained in terms of intrinsic (genetics) and extrinsic (term1, lifestyle) factors.;['term1', 'lifestyle', 'factor', 'term', 'of', 'susceptibility', 'to', 'term2'];term1 lifestyle factor term of susceptibility to term2
3-hydroxyphenylpropionic acid;diabetes;epicatechin (ec) and main colonic phenolic acids derived from flavonoid intake, such as 2,3-dihydroxybenzoic acid (dhba), 3,4-dihydroxyphenylacetic acid (dhpaa) and 3-hydroxyphenylpropionic acid (hppa), have been suggested to exert beneficial effects in diabetes.;0;1;FoodDisease;epicatechin (ec) and main colonic phenolic acids derived from flavonoid intake, such as 2,3-dihydroxybenzoic acid (dhba), 3,4-dihydroxyphenylacetic acid (dhpaa) and term1 (hppa), have been suggested to exert beneficial effects in term2.;['term1', 'acid', 'epicatechin', 'suggest', 'exert', 'in', 'term2'];term1 acid epicatechin suggest exert in term2
milk;coronary heart disease;numerous epidemiological studies have revealed that high consumption of milk and dairy products may have protective effects against coronary heart disease (chd), stroke, diabetes, certain cancers (such as colorectal and bladder cancers), and dementia, although the mechanisms of action are unclear.;0;1;FoodDisease;numerous epidemiological studies have revealed that high consumption of term1 and dairy products may have protective effects against term2 (chd), stroke, diabetes, certain cancers (such as colorectal and bladder cancers), and dementia, although the mechanisms of action are unclear.;['term1', 'and', 'cancer', '(', 'term2'];term1 and cancer ( term2
fermented foods;gut dysbiosis;regular consumption of fermented foods (e.g., kimchi, kefir, etc.) may represent a potential avenue to counter the proinflammatory effects of gut dysbiosis.;0;1;FoodDisease;regular consumption of term1 (e.g., kimchi, kefir, etc.) may represent a potential avenue to counter the proinflammatory effects of term2.;['term1', 'of', 'term2'];term1 of term2
olive oil;murine collagen-induced arthritis;hydroxytyrosol acetate (ht-ac), a polyphenolic compound in olive oil, exerts an anti-inflammatory effect on murine collagen-induced arthritis.;0;1;FoodDisease;hydroxytyrosol acetate (ht-ac), a polyphenolic compound in term1, exerts an anti-inflammatory effect on term2.;['term1', 'in', 'compound', 'acetate', 'exert', 'effect', 'on', 'term2'];term1 in compound acetate exert effect on term2
fruits;degenerative diseases;several studies have shown that a high consumption of vegetables and fruits is consistently associated with a low risk of oxidative stress-induced diseases, which includes some degenerative diseases such as amyotrophic lateral sclerosis, alzheimer and parkinson.;0;1;FoodDisease;several studies have shown that a high consumption of vegetables and term1 is consistently associated with a low risk of oxidative stress-induced diseases, which includes some term2 such as amyotrophic lateral sclerosis, alzheimer and parkinson.;['term1', 'associate', 'consumption', 'of', 'disease', 'include', 'term2'];term1 associate consumption of disease include term2
alcoholics;osteopenia;osteopenia or osteoporosis occurs frequently in alcoholics and patients with alcoholic fatty liver disease.;1;0;FoodDisease;term2 or osteoporosis occurs frequently in term1 and patients with alcoholic fatty liver disease.;['term1', 'in', 'occur', 'term2'];term1 in occur term2
olive oil;neurodegenerative tauopathies;these findings might provide further experimental support for the beneficial nutritional properties of olives and olive oil as well as a chemical scaffold for the development of new drugs aiming at neurodegenerative tauopathies.;0;0;FoodDisease;these findings might provide further experimental support for the beneficial nutritional properties of olives and term1 as well as a chemical scaffold for the development of new drugs aiming at term2.;['term1', 'olive', 'of', 'drug', 'aim', 'at', 'term2'];term1 olive of drug aim at term2
turkey;hvt;in ovo vaccination with herpesvirus of turkey (hvt) or recombinant hvt (rhvt) is commonly used in meat-type chickens.;0;0;FoodDisease;in ovo vaccination with herpesvirus of term1 (term2) or recombinant term2 (rterm2) is commonly used in meat-type chickens.;['term1', 'term2'];term1 term2
sugar;caries;many diseases, including caries, chronic inflammatory diseases, diabetes, and obesity, are associated with uncontrolled sugar consumption.;1;0;FoodDisease;many diseases, including term2, chronic inflammatory diseases, diabetes, and obesity, are associated with uncontrolled term1 consumption.;['term1', 'consumption', 'with', 'associate', 'disease', 'term2'];term1 consumption with associate disease term2
extra-virgin olive oil;breast and colon cancers;epidemiological and clinical studies compellingly documented the ability of mediterranean diet rich in extra-virgin olive oil (evoo) to reduce breast and colon cancers incidence, cardiovascular diseases, and aging cognitive functions decline.;0;1;FoodDisease;epidemiological and clinical studies compellingly documented the ability of mediterranean diet rich in term1 (evoo) to reduce term2 incidence, cardiovascular diseases, and aging cognitive functions decline.;['term1', 'in', 'rich', 'diet', 'of', 'ability', 'reduce', 'incidence', 'term2'];term1 in rich diet of ability reduce incidence term2
